,pathway,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
24,HALLMARK_PI3K_AKT_MTOR_SIGNALING,-3.0389503522305905e-05,-1.2012406795634985e-05,3.093966431410612e-06,-1.4158669617079893e-05,-6.5952620506622844e-06,-1.0032453142749115e-05,-1.1879782588195865e-06,-5.7619573277573055e-05,-4.051868216699631e-06,0.0001579736410308799,-5.060270724061705e-05,-1.342418360899926e-05,2.948675051472026e-05,-1.318770711150781e-05,3.0198705766957407e-06,2.4675369327451045e-05,-5.601004954276833e-06,-8.536716918410448e-06,8.379046924595918e-06,-3.1960390147035486e-05,7.937153612931798e-06,-5.894986811185278e-06,3.072778554950666e-06,1.3506978703095064e-06,4.756203723076807e-05,-1.7564084766182216e-05,-3.279198022600356e-05,1.7972566900247553e-06,2.1391654307930698e-05,-6.572578202093996e-07,1.1940701281641696e-06,-1.4276489367851387e-06,-2.542980737594235e-06,8.976110975519224e-06,7.273025565336546e-07
25,HALLMARK_MTORC1_SIGNALING,5.572965727400521e-05,6.780835256910145e-06,9.92400307602611e-06,5.3374555178398175e-08,-2.6354977304904673e-06,-2.0439550072188888e-06,1.3822698084402056e-06,7.945285057870538e-05,6.677497968076568e-06,-2.7822701133354763e-05,-1.6328571608936748e-05,-1.9395232170121846e-05,-7.437531194066493e-06,-5.344936474473497e-06,1.7068400972892334e-07,1.3481080317124996e-05,-5.012801795375305e-07,-8.445056947226602e-06,-6.180719940418857e-07,-2.4141575022756934e-05,-1.1217984674358542e-05,-1.9676396888709553e-06,-6.736879380062283e-07,-3.675984069998091e-06,-5.638294621704287e-06,-7.596262988303348e-06,-1.867166407828677e-05,5.455118834839126e-07,-6.603332497713381e-06,4.153087574949692e-08,-1.2345427029692834e-07,-4.374393677717076e-07,-1.617074394202585e-06,-9.618901199703325e-07,-2.0986920725045758e-07
26,HALLMARK_E2F_TARGETS,-2.1388548337627697e-05,1.7846016144693402e-05,9.749514074683732e-07,0.00014572794775496393,-3.726068474856764e-06,-6.651821463508206e-06,1.969331558743844e-05,-1.715115559657726e-05,-1.5290595879877827e-05,-3.996144804687546e-05,-3.926116930064519e-05,-3.63256626602429e-05,-9.590871324238748e-06,-9.394848311469056e-06,8.802608476475744e-05,-3.468041812783231e-06,-3.2234120430074675e-06,-1.3867508062668631e-05,-3.0917184251380526e-06,-3.3306281277088734e-05,-1.5254227898501855e-05,-4.996285080829553e-06,-2.0050396054489307e-06,-9.011336485756534e-06,-1.32151029510778e-05,-8.052551576741458e-06,4.3909056570229366e-05,-2.929901385966883e-06,-5.754393695999588e-06,3.278624863098877e-06,-3.5434311800842076e-06,-6.066487583878321e-07,2.591222608860303e-06,-4.967919968682107e-08,-7.187133601283625e-07
27,HALLMARK_MYC_TARGETS_V1,-1.5449254698389828e-05,1.768972895415874e-05,-3.6484158366699784e-06,3.6847170691991366e-05,8.526561280683582e-05,-6.274960976585756e-06,5.011164008480486e-06,0.00017277607837129505,-1.498759376791347e-05,-4.081101935482154e-05,-4.2635892765884725e-05,-3.2105093917964705e-05,-9.919185578461612e-06,-8.448263245626128e-06,1.1405379056389497e-05,-5.399138754632465e-06,-2.767033389229189e-06,-1.4407086612296897e-05,-2.22053076792076e-06,-3.793027822946403e-05,-1.784284084680593e-05,-5.071188263632486e-06,-2.384430366690984e-06,-8.537952463037995e-06,-1.6242370952321457e-05,-1.1444297670607124e-05,-1.1511575261266213e-05,-2.8565799892552187e-06,-1.1122140791535676e-05,-5.268592759631965e-07,-6.039061322486152e-07,-1.02051321227304e-06,-4.1333444315112215e-07,-1.8236160213770832e-06,-3.604037202406318e-07
28,HALLMARK_MYC_TARGETS_V2,4.607592379943931e-07,1.569416898562423e-06,3.502350878073837e-07,5.173269489842577e-06,2.4920972004483302e-05,-1.3495966785900988e-06,2.5390389498925435e-06,-7.856655161921772e-06,-1.967041492216201e-06,-5.461467581256707e-06,-3.8765605417760696e-06,-4.459257971135833e-06,-1.5537144182516116e-06,-1.3312940088001934e-06,5.353353227804253e-06,-1.6803673340455572e-07,-7.045516644715085e-07,-2.5395319861662435e-06,-1.0814202090715305e-07,-4.6443792623366426e-06,-2.726364110092541e-06,-8.26046069488497e-07,-5.880992383526041e-07,-9.025362757786662e-07,-2.375363235813596e-06,2.3818299221189596e-06,-2.1604629099804956e-06,-2.3120857492664936e-07,-1.6055110596156427e-06,2.7716786285721107e-07,1.2486045803522788e-07,-2.1005780761297133e-07,4.33127844243382e-06,3.9552913731419077e-07,-2.2395428709307344e-07
29,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-1.609797087537626e-05,-1.2126824666512485e-05,-1.1011631517968135e-05,-1.4715965558579486e-05,-3.848799776430718e-06,1.3128352654778914e-05,-5.6348309096744195e-06,-6.254572553962556e-05,-3.6279695989150165e-06,-1.0537907856111167e-05,-3.070828419356186e-05,2.0032667760279052e-05,-8.647704349020596e-06,-7.488939297200722e-06,-1.6598668049318602e-05,-2.7367434431973398e-06,2.2282169612685646e-06,-7.778897591488067e-06,-2.5921089861483853e-06,5.18876514425011e-05,2.1176976180637113e-05,0.00017083357501893374,9.424767713982294e-06,3.9533045363927474e-06,-1.800466571995167e-05,-1.2025106222181801e-05,-3.602092009752193e-05,-2.1998385648988182e-06,-2.6614990725724874e-07,-9.136765922287591e-07,-1.725076614612713e-06,-9.387510414091008e-07,-2.09471345620721e-06,-1.499349349268664e-06,-6.84256124365161e-08
30,HALLMARK_INFLAMMATORY_RESPONSE,-2.422161984944396e-05,-1.3666521790143063e-05,-1.2180607514406493e-05,-1.859688169781725e-05,-1.1920445424877003e-05,-4.653863420568411e-06,-4.7850730829587275e-06,-5.688473701752003e-05,1.6511239215250342e-06,-1.3075441810953686e-05,5.492703499417745e-06,0.00018681268290235767,7.260375438529476e-07,4.46800217178845e-05,-2.4000580387707228e-05,1.5800724644369525e-06,-3.729395576579581e-06,2.11987797922239e-06,-3.1826097575158663e-06,-1.3360821236686748e-05,-4.243715080999751e-06,2.509041307105454e-06,-1.653897214196065e-06,6.864297542892757e-06,6.948092464044778e-06,-1.2329964910306329e-05,-3.9716466820003196e-05,4.4097652998918496e-07,1.6612076959069376e-06,-1.1251534407310279e-06,5.427864269382638e-06,-7.451634426878444e-07,-2.408135273233988e-06,2.720315457883883e-07,-4.3793448414799086e-07
31,HALLMARK_XENOBIOTIC_METABOLISM,0.00017250069435539687,-4.498274408981998e-06,1.3493965272544893e-05,-9.268780208873846e-06,-5.590403400371896e-06,-1.4825911250127867e-06,-2.438789607934165e-06,-4.0656583655380996e-05,1.721166926896972e-05,-2.8726166716860554e-05,-3.423047797289358e-06,-1.2378872747928135e-05,-6.163853997196746e-06,-5.022256920532084e-06,-1.2676817017858409e-05,-2.253910351174889e-06,1.1930142233438842e-07,-7.688177349841896e-06,-1.0453734523031269e-06,-1.1736950859445039e-05,-9.970890068124443e-06,9.511730541861187e-07,9.167991551050497e-07,3.931669889029217e-06,-1.2964829610921484e-05,-6.649696697383009e-06,-2.4107497610033682e-05,4.1439576656650485e-07,-4.419291370376041e-06,-9.765173627883784e-07,7.655389071101258e-06,-4.178117934380333e-07,-7.674957755747155e-07,-1.044984417631679e-06,-7.248353098545583e-07
32,HALLMARK_FATTY_ACID_METABOLISM,0.00024474958957348796,-3.702511919918307e-06,2.163336744534332e-05,-3.982121250018303e-06,-6.513323411728479e-06,-3.870679167016031e-06,-3.941748554240655e-06,-4.0502355709449295e-05,1.8939855908469035e-05,-3.08412201131085e-05,-2.3245182541705572e-05,-2.2470300631800832e-05,-7.153633472872442e-06,-3.859628899527227e-06,-1.3170368881248312e-05,-5.6292776920139655e-06,-2.0194636153533785e-06,-9.954495122246106e-06,-1.9214305983658803e-06,-2.3513544774454026e-05,-1.0970620290442611e-05,-3.7350031386594075e-06,-6.010589507120722e-07,-6.57182688215208e-06,-1.3133259897648783e-05,-8.988185160403207e-06,-2.4703351342770033e-05,-1.661514501507394e-06,-7.323861971295174e-06,1.4408380730608324e-07,-9.301199117383143e-07,1.5538510047068653e-06,-5.22570044903946e-07,-1.0377846837385696e-06,-4.510710183856163e-07
33,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0003475777539757186,-1.035497093255025e-05,1.8708762925517125e-06,-9.771496697097079e-06,-5.832980533673239e-06,-7.011982048455486e-06,5.157503033747027e-05,-6.537693771162603e-05,-1.1667608852430206e-05,-4.563228462858143e-05,2.208256068491482e-05,-3.6410242076899066e-05,-1.284572065171196e-05,-8.89133180844489e-06,-1.7858071260439326e-05,6.971405707282587e-07,-4.732865172586264e-06,-1.5723888367249594e-05,-2.027259952361543e-06,-3.841653216101783e-05,-1.6708858671612373e-05,-6.661121965028825e-06,-4.002187539943773e-06,-9.738666951087261e-06,-2.014750461526004e-05,-1.4644459733411351e-05,-3.75450353321434e-05,-2.098625006590393e-06,-1.0227882292068637e-05,-1.9473122021075096e-06,-3.3396256868341474e-06,5.120136877526842e-08,-1.6466297122563018e-06,-1.6371150538424008e-06,-7.203630748958657e-07
34,HALLMARK_GLYCOLYSIS,6.644071096185283e-05,3.889872401581507e-05,1.939948590829431e-06,-7.55592810530812e-06,-4.150193769934633e-06,9.523139311062119e-05,-3.2623899480950513e-06,-4.1742171779515086e-05,-4.1230915850745675e-06,-1.8069926234444075e-05,-1.8090844819351748e-05,-1.9165668644861508e-05,-6.899142219186829e-06,-5.1719302828759015e-06,-4.3855426829263536e-06,-1.3088830391038558e-06,-2.295916183310239e-06,-9.273711172852993e-06,-1.0699834311313694e-06,-1.126786141567547e-05,-8.194528995248643e-06,6.2888106962632855e-06,2.1245179447309907e-06,-4.720206841637292e-06,-6.451853409120481e-06,-1.1848927692291109e-05,-2.4846778912788678e-05,9.529436352133337e-06,-6.69969288774044e-06,-9.782427830603148e-07,3.0428353500115777e-06,-5.9518851097889805e-08,-1.3210274660890647e-06,2.2034082950922267e-07,-6.639197387992983e-07
35,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,6.691408933420968e-05,4.7177070730715365e-07,-6.675430289093676e-08,5.962003961339918e-07,-2.9723339753651157e-06,-2.349317903574573e-06,1.034811854119539e-06,-1.9104032590221143e-05,-1.424142094546936e-06,-1.2904676795603282e-05,-5.551046995722758e-06,-2.9081132018483197e-06,-3.5146216480759322e-06,-1.8966276730831427e-06,-6.00899962321759e-06,3.7687467459700946e-06,-1.0369763698071018e-06,-2.8698094520626313e-06,-4.608281505864972e-07,-7.0316016100649414e-06,-3.505298291532101e-06,-5.410914106938544e-07,1.5053553015137488e-06,-2.173917510199172e-06,-4.767415311079937e-06,6.37656841454004e-07,-5.4231814153576224e-06,3.6597852553506933e-07,-1.0677888211013155e-06,8.579934841757269e-09,1.3708467357962197e-05,-3.2338287289445733e-07,-7.252974846134715e-07,-2.0952210201329946e-08,-3.447764288325454e-07
36,HALLMARK_P53_PATHWAY,-1.3554905652565785e-06,-3.9744532096533045e-06,-1.454200964305652e-06,5.102084605306152e-06,-1.3286030327522985e-06,-2.208451603267006e-07,-1.9863205251891176e-06,-3.449937716866816e-05,-4.647552711510225e-06,3.9800043180032024e-06,-1.948980411346085e-05,-6.280756894272085e-06,-6.516423391698684e-06,-4.210617602714781e-06,1.452774584517931e-06,3.5435649176900064e-05,-8.437186251218035e-07,-1.8101303328886716e-06,2.092034547341746e-06,1.9240868214621953e-05,-2.02532384799628e-06,-8.175237234538894e-07,1.3884780947385567e-06,-3.866889557623682e-06,2.6219634820523474e-06,1.4884240422113372e-05,-1.2314605795251884e-05,-8.911094985826614e-07,1.3470325715466552e-05,3.296158695417881e-06,5.926531783087357e-06,-6.717557453476985e-07,-4.6336143688402876e-07,4.480918662447882e-07,4.283117907791928e-07
37,HALLMARK_UV_RESPONSE_UP,1.4637549672133834e-05,1.57979203556282e-06,-3.842352772114033e-06,9.572131879475448e-06,-2.554795613781552e-06,-1.1441543147075114e-07,2.5524348883513084e-06,-2.391290211864114e-05,2.5915059209766916e-06,-9.951416592862e-06,-2.7183616962203616e-06,8.58179049167615e-06,-4.1128645463135716e-07,5.856140831072762e-07,-1.6606350576597873e-07,2.108044629231358e-05,-2.1319613592173277e-07,-3.4265342763605162e-06,-6.961636221708336e-07,-1.3792876205412363e-07,1.0046809090875561e-07,2.441068709463194e-06,1.932364363573663e-08,-3.3975484320099107e-06,-3.89004303072947e-06,2.7141573151912707e-07,-1.3975084859740167e-05,-4.940748134691936e-07,1.490207359301863e-06,-3.629151134233602e-07,4.415010627165398e-06,2.59477254902548e-07,-5.332897956221135e-07,8.250438204257559e-07,-1.2883276395936295e-07
38,HALLMARK_UV_RESPONSE_DN,-1.4087074820970033e-05,-9.61656717810705e-06,4.656065840669306e-06,-1.0502715338619843e-05,-5.790187650927224e-06,-3.7068747180046477e-06,-1.3739486572736555e-06,-4.816557477385283e-05,9.296168652188352e-06,2.2863457824108188e-05,-7.1575870717703605e-06,-9.444571003063354e-06,2.073157247624649e-06,-1.1010269338499953e-06,-7.307175459314412e-06,-7.596764833701052e-07,-2.57830157160085e-06,-5.1264544162219275e-06,-2.26904672238589e-06,4.12610678880241e-05,1.8784536924592015e-05,2.731484828699367e-05,4.3373805561098275e-06,2.485282580258659e-07,-3.5867363539212813e-06,1.7463473595864462e-05,-2.844789859559986e-05,4.655155303638441e-07,2.5075842687975226e-06,-8.845923895212668e-08,1.8093409846679873e-06,-7.100508736034646e-07,-7.846257300149874e-07,7.318198919266367e-06,2.354607321697691e-06
39,HALLMARK_ANGIOGENESIS,-8.150952840978165e-06,-4.383372927860632e-06,-4.0530627098880195e-06,-6.812215361873437e-06,-3.191788114119583e-06,4.128763639178745e-06,-3.2815580756672194e-06,-2.412214705627136e-05,7.880721272142746e-06,5.086875573224667e-06,-1.142500880244729e-05,1.3595716330324845e-05,-3.2893965498052152e-06,-2.763895923351377e-06,-7.445410939107416e-06,-6.468706074650062e-07,-1.6185948558255104e-06,-1.483903739936225e-06,-1.4595708887985698e-06,1.742253377217881e-05,1.5618146793715e-05,3.2012983901793905e-05,7.791561358232515e-07,8.523783079239337e-06,-1.9163610166864076e-06,-6.08418585116427e-06,-1.4238703259060112e-05,-3.5329476365340146e-07,3.0278530982474905e-06,-7.179926907563785e-07,-1.1331349533824035e-06,-1.5972390126186078e-07,-9.556711243228566e-07,1.519884678367222e-06,1.2282134160846456e-07
40,HALLMARK_HEME_METABOLISM,4.3814668820444866e-05,-2.4448508859249707e-06,7.791936011024812e-06,-3.1555655463921806e-06,-2.4501106989016294e-06,-1.0220565915875814e-06,-5.278685444084358e-07,-1.5160953303013092e-05,-1.886635499952563e-06,-1.2834198083910148e-05,2.0337570804655758e-05,-6.470977803185382e-06,-2.2334719241988606e-06,-8.874845276608118e-07,-1.7166652208850178e-06,2.2356888300942637e-06,1.6474770217090456e-06,-1.4637833966389506e-06,1.6223522040277214e-06,-7.880930530428792e-06,-2.1724689011066826e-06,-6.480682013241569e-07,-2.9073250678625113e-07,-2.066332399196496e-06,-3.601417863139701e-06,1.909935647427183e-06,-9.472916740877607e-06,2.3511073920980813e-07,-2.8376664258154653e-06,-3.8489818303080086e-07,3.2074317122064277e-06,2.8990247246242582e-08,-5.733480175621657e-07,-6.309172725210677e-07,1.1259908707861245e-08
41,HALLMARK_COAGULATION,-7.907012829591262e-06,-1.0426769112633835e-05,-7.112297158165352e-06,-1.2761615384620888e-05,-8.874171014151486e-06,-2.9609255024990594e-06,-4.1602157430948444e-06,-4.9559307992601276e-05,2.826656123758233e-05,-8.67676380317435e-06,-3.003400384163704e-05,6.915627022744189e-06,7.76694870094569e-06,-4.540939914169859e-06,-1.1861304703504778e-05,-7.376536114095736e-08,5.475024221431751e-05,-3.440843744978786e-06,-2.4240689740195323e-06,-1.175270810727276e-05,5.869646822549441e-06,3.79195295804565e-05,1.7948333154780942e-06,8.56923306897378e-05,-1.3747476202873726e-05,-1.520246926612484e-05,-2.640515153331212e-05,-8.302538968700578e-07,6.39835310358881e-06,-1.5743194224484614e-06,2.8781485445034073e-06,-5.370051701263155e-07,-1.6750188726107496e-06,-1.1996680159330562e-06,-3.8656757147676184e-07
42,HALLMARK_IL2_STAT5_SIGNALING,1.8938038770111715e-06,-4.590573043116927e-06,1.2274616150729015e-06,-7.672241533913764e-06,-3.99811767922819e-06,-3.114070171593604e-07,-3.787544884298593e-06,-3.15704423553588e-05,1.6052263317372154e-06,-7.448362127607591e-06,-1.1071604956992137e-05,5.9573401792665376e-05,-4.762226055702971e-06,1.4758520153089136e-06,-6.753938094609772e-06,1.2148820404117057e-05,-1.1146764390230438e-06,-1.8128909152863304e-06,-1.7095145055784616e-07,8.638912421672987e-06,2.882168691398148e-06,1.220731149932674e-05,-2.478212528915242e-07,-1.1320316128811923e-06,-6.169234166938757e-06,4.443724930611875e-06,-1.7706295381463358e-05,4.946805060925289e-07,3.31085069084228e-06,-4.0117287828387097e-07,5.338851220723596e-07,-4.4335611067586886e-07,1.4835454901476666e-07,8.645044453715119e-07,-2.2091785157887453e-07
43,HALLMARK_BILE_ACID_METABOLISM,0.0001623351187216085,-4.132452070299171e-06,8.53235858545593e-06,-9.39098008841989e-06,-3.3150534945562693e-06,-4.171983738947803e-06,8.959908554868716e-06,-3.550666402323335e-05,4.563060969501719e-05,-2.4778661518851455e-05,3.5564292271937636e-06,-2.1261787024901696e-05,-6.8667394321720795e-06,-5.693362404538861e-06,-1.1983996652436928e-05,-6.5597194004981055e-06,-2.470501576730096e-06,-7.721465826739625e-06,-2.081464324168547e-06,-1.5834929151394006e-05,-9.830297191044945e-06,-3.5359762656603667e-06,-1.1168794859989012e-06,-6.383499564248472e-06,-1.2274868678741405e-05,1.3952095125812844e-06,-2.1802782132325504e-05,-1.013964716048703e-06,-7.461636075613894e-06,-6.634579751144598e-07,-2.375200301147078e-06,-1.0011771550488087e-07,-8.354569169062489e-07,-9.764184640036276e-07,-1.9059767462261258e-07
44,HALLMARK_PEROXISOME,0.0001279181937437826,-4.249121783366817e-06,1.1433543290343198e-05,1.9336565441584186e-06,-1.8544147070836958e-06,-8.909440666806517e-07,9.769689249939425e-06,-3.391364739824612e-05,1.6879218596825563e-05,-1.0816875155677391e-05,2.3763394401375704e-06,-1.730109731734597e-05,-5.300235494489977e-06,-2.6336905225195217e-06,-1.0465979574499941e-05,-1.8762466945116546e-06,-1.6586968754200848e-06,-7.090535425272222e-06,-1.0604153451491093e-08,-1.8131103760608835e-05,-5.492421056628102e-06,-3.5542545177564937e-06,1.4691595620744185e-06,-5.15021522943214e-06,-1.0830651607420666e-05,-3.981561147153173e-06,-1.7265772211987745e-05,-1.346973140687875e-06,-6.219737432503966e-06,5.375593895186456e-07,-1.5519706853125374e-07,-1.5572090162257806e-07,-1.1588172208319312e-06,-9.479293871707413e-07,1.9795470892137372e-07
45,HALLMARK_ALLOGRAFT_REJECTION,-3.486241117924872e-05,-1.569948918778586e-05,-1.732501859203709e-05,-2.4243723292209293e-05,-4.3713254091757095e-06,-9.211040938580072e-06,-1.0518529928531337e-05,-5.87193188977958e-05,-1.203421015970145e-05,-1.8558945709679087e-06,-5.494841564868819e-05,0.0003854806476422442,-1.1084072435877789e-05,-4.6509720801109905e-06,-3.0467766155023272e-05,5.236915407114736e-06,-4.959960727754422e-06,1.0619240634599826e-06,-3.937251461044343e-06,-2.2692013248337695e-05,-1.2827406166598162e-05,-1.243081604270814e-07,1.7059944572667086e-06,1.2811808675330418e-05,-4.74443699494554e-06,-2.220320630320384e-05,-4.813295723119122e-05,-1.8246866565144052e-06,3.1765262521695793e-06,-1.9775013932715854e-06,6.5970796761276795e-06,-1.369857912406785e-06,-3.124133571317817e-06,2.046078499003481e-06,2.6251374899617674e-07
46,HALLMARK_SPERMATOGENESIS,6.869535231429982e-06,3.2343547114021404e-06,2.636353531370282e-06,4.0720398742383895e-06,-2.8087608094440678e-06,1.434746788372271e-07,3.10181962848979e-06,-1.4509544333393687e-05,-1.3595325998082622e-06,-6.416276786934058e-06,-3.1920960209472216e-06,-6.541514431692222e-06,1.9206599355444526e-06,4.426209865679605e-06,1.98554948328232e-05,1.6653265197952294e-06,3.3776572404102534e-06,-2.8821121890150805e-07,3.5671674956906044e-07,-5.381449279277459e-06,-2.1991714018185574e-06,-1.5137174637692465e-06,-1.3591827713278423e-07,-2.631409871390201e-06,-5.64664246274077e-07,-8.658605222151838e-07,-6.010951846033286e-06,1.55773067204133e-06,-2.261597464988871e-08,-2.4817808303307645e-07,-4.417301025742143e-08,2.635942422359516e-08,2.9802872401202274e-07,1.261173478545643e-06,-4.74158550554097e-08
47,HALLMARK_KRAS_SIGNALING_UP,1.7751049744430675e-06,-5.6796929902508744e-06,-4.388121760302496e-06,-9.09328695638395e-06,-3.5031548486375713e-06,-1.0364834082759143e-06,-3.1506668470748962e-06,-2.942898259658197e-05,1.949729933553926e-07,9.766506439655431e-06,-1.3744039406259068e-05,3.6325516399763474e-05,-1.4176211097453179e-07,-1.1948719861676685e-06,-1.079580190846332e-05,2.4223350142417964e-06,6.064738653545516e-06,3.939834175794091e-06,-1.4240840856676604e-06,1.920258105504724e-05,7.790889844203671e-06,6.1006873361862165e-06,1.2354396227941527e-06,4.6840536542191134e-06,-4.3223908830630764e-08,-2.277437828115958e-06,-1.8502036515453957e-05,-7.234545983055051e-08,4.768042457826797e-06,-6.722575997694874e-07,1.7842937494669253e-06,-8.146443821621272e-08,-1.0623579796692614e-06,4.845215318941725e-07,-1.8032563973803604e-07
48,HALLMARK_KRAS_SIGNALING_DN,7.541115486342509e-06,-4.1533147826797526e-06,-1.8562324518162088e-06,-4.443804546062392e-06,-6.473675923882732e-08,-2.6758646506398753e-07,7.14145060752222e-08,-2.4418951177704318e-05,-2.3428532559040954e-06,7.366475886280005e-07,3.1952413388474515e-05,5.673174788852972e-06,-8.436826333920247e-07,1.8909246403451575e-05,-4.719710927570536e-06,-1.234684335971268e-06,-7.418879526530954e-08,3.6550801317319567e-06,-6.429767591541614e-07,7.99513694438661e-07,-2.4493288684939232e-06,8.427347516735961e-07,1.299652171246439e-06,-1.3594131752455753e-06,-5.638681675535981e-06,-7.466662791718454e-07,-1.2726571876318232e-05,-6.372262497252273e-07,-1.8564143967119903e-06,1.4045506315174755e-07,-1.2243710498856687e-07,-1.762957270790076e-07,-3.9877363495685603e-07,-2.6571357249265083e-07,-1.4695956238797083e-07
49,HALLMARK_PANCREAS_BETA_CELLS,-4.182387251829706e-06,2.1889890800290066e-06,-3.8461038119825056e-06,-5.314466944772098e-06,2.5719646825411377e-06,-2.198860812099683e-06,-1.4639636542281877e-06,-1.8127985780738015e-05,-1.6130680964565602e-06,-3.0528157324884175e-06,-7.923525211006588e-06,-5.4884668616739934e-06,4.36496101179594e-07,-1.2008634486058295e-06,-6.200901484411901e-06,2.9823639471778483e-06,1.0979492126152266e-05,1.1950422182875186e-05,-1.2257204007105373e-06,9.707030729014243e-07,5.1571154880861e-06,-1.6758835135841522e-06,-2.057235502327245e-07,-2.4234679226633853e-06,-4.935653667562968e-06,4.342068374263864e-05,-1.0645022219360131e-05,4.536359597760557e-06,-2.6654593127395376e-06,-5.547152970321041e-07,8.822690556019178e-07,-3.352031164336822e-07,-2.760925374644622e-07,-4.3477593219461174e-07,-6.566937461477157e-08
